,movieId,viewers,recommand,v_check,wilson_lb
11812,682,208,61,208,0.29309988105114
14243,683,2,1,2,0.4998139765888565
17084,684,68,22,68,0.32335538421990084
5221,685,46,9,46,0.19550462435166954
10373,687,4,3,4,0.7498388643918251
1898,688,1370,92,1370,0.06706022598032967
10959,690,2816,1737,2816,0.6166514964253544
3424,691,2847,1087,2847,0.3816246743418634
4025,692,102,20,102,0.19593076021967398
14683,693,29,6,29,0.20674588330476293
1990,694,643,313,643,0.4865947588415802
4173,695,1102,229,1102,0.2076530804865251
9544,696,182,105,182,0.5767392575073799
3539,697,2553,1890,2553,0.7401423594170818
8854,698,6,2,6,0.33315797184765045
18904,699,13,0,13,0.0
3352,700,2285,259,2285,0.11323002933586968
9964,701,62,13,62,0.2095260073217118
5893,702,11592,5708,11592,0.49222255670789433
6274,703,1160,221,1160,0.1903711780456917
2615,704,20341,11460,20341,0.563209599141099
5812,705,38,10,38,0.26299409767265186
7328,706,315,43,315,0.13638025304359644
1356,707,26495,15993,26495,0.603441326206332
318,708,963,587,963,0.6093719603477993
1884,709,10284,5467,10284,0.5314168334596432
3331,710,54,30,54,0.5553706763131389
2197,711,109,38,109,0.3484465809649254
8253,712,23,13,23,0.5650329480838733
9162,713,43,10,43,0.23240100059231986
1514,714,260,71,260,0.2729111927325022
4891,715,97,9,97,0.09267562000458412
6713,716,52,17,52,0.32674857785082634
10556,717,54,17,54,0.31464204624542536
3644,718,334,184,334,0.5507131394808154
774,719,93,65,93,0.6987540363350127
717,720,121,63,121,0.5204752896422065
19079,721,106,59,106,0.5564189382157488
6439,722,4686,1522,4686,0.32462306353443393
14535,723,15,0,15,0.0
634,724,104,19,104,0.18254858748258124
2934,725,4095,2687,4095,0.6559893173352656
5214,726,386,46,386,0.11905049785720134
16146,727,2,0,2,0.0
1672,728,29805,20475,29805,0.686792719740908
9804,729,165,78,165,0.4725415300263298
11648,730,22,5,22,0.22711685128155526
4166,731,312,127,312,0.406868514050883
7411,732,350,195,350,0.5569580446616292
65,733,2586,274,2586,0.10584068896345178
12181,734,11,3,11,0.2725616087512901
3484,735,155,10,155,0.064424788511446
61,736,23359,13551,23359,0.5799353811619057
1343,737,18024,10469,18024,0.5806530748895234
15936,738,3,0,3,0.0
20353,739,24,12,24,0.4998139765888565
783,741,47,16,47,0.34024925876430895
2501,742,667,424,667,0.635503096938842
927,743,1147,735,1147,0.6406235777582256
14589,744,12,2,12,0.1665280591343614
436,745,20214,10372,20214,0.5129237646595249
6621,746,232,42,232,0.18089127148330655
3575,747,184,14,184,0.07598837173139159
1202,748,11824,8606,11824,0.7276760591618939
13459,749,41,8,41,0.19497455328396818
115,750,1314,712,1314,0.5416715491864228
8718,751,16,2,16,0.1248770089751351
13905,752,49,23,49,0.46920208490412185
5393,753,941,551,941,0.5853639978519414
6174,754,55,21,55,0.38163744579958475
8908,755,12,1,12,0.08323056268217739
9762,756,290,97,290,0.3343072463683684
7157,757,23,5,23,0.21723788493668736
15995,758,12,4,12,0.33315797184765045
6278,759,5553,1018,5553,0.1831804161269703
3835,760,1812,811,1812,0.4473867532549806
1545,761,12683,4976,12683,0.3921545533127826
565,762,229,119,229,0.5194647726113955
12428,763,950,76,950,0.07989912434645245
5014,764,490,101,490,0.20597198947655193
1151,765,110,41,110,0.3725473943925657
2653,766,544,246,544,0.4520207173657707
6832,767,4,0,4,0.0
14957,768,2,0,2,0.0
9268,769,1,1,1,0.9999998615811622
15182,770,15,3,15,0.1998512227909431
8740,771,41,16,41,0.39006243137592594
14478,772,977,302,977,0.30893761269180825
13688,773,57,25,57,0.4384118844073064
14477,774,15,8,15,0.5331477191538699
8831,775,15,1,15,0.06657392184605718
13058,776,6,0,6,0.0
15258,777,165,74,165,0.44829982218034214
103,778,11284,4919,11284,0.4357424954128844
5263,779,304,133,304,0.43731544426950414
19,780,4658,950,4658,0.2038003244734879
2413,781,2245,651,2245,0.2898089404590691
1957,782,859,213,859,0.2478021212522764
465,783,1375,524,1375,0.38091023920774997
298,784,486,244,486,0.5018715910479362
510,785,4897,2190,4897,0.44702760264345176
260,786,411,260,411,0.6324240257690207
10716,787,217,146,217,0.672636476494475
198,788,356,63,356,0.17682434882717638
13123,789,273,113,273,0.4137361799767522
9840,790,24,6,24,0.2498389336012441
9857,791,12,3,12,0.2498389336012441
12717,792,34,26,34,0.7645480299560978
9728,793,2,1,2,0.4998139765888565
10173,794,125,68,125,0.5438146921808685
9961,795,22,10,22,0.4543602077125543
13552,796,1,0,1,0.0
9827,797,3247,949,3247,0.29210060725900927
1786,798,498,63,498,0.126382400430803
982,799,43,11,43,0.25565165665423034
929,800,1603,1129,1603,0.7041346155614805
2697,801,742,327,742,0.4405161063183961
391,802,18,5,18,0.2776111675693633
5051,803,1729,949,1729,0.5486870410378374
2304,804,183,86,183,0.46975967230738175
431,805,15481,2079,15481,0.13416684500044573
5126,806,1654,733,1654,0.4429832674118453
7798,807,308,163,308,0.5290350697102411
4205,808,8339,3227,8339,0.38679566289632816
3163,809,2923,848,2923,0.2899440865954223
2451,810,765,120,765,0.15672748982979998
14496,812,1020,661,1020,0.6478615123967901
5495,813,53,3,53,0.056517860892575544
20677,814,29,5,29,0.17227330158712176
15680,815,13,1,13,0.07682399639082814
11309,816,23,12,23,0.521553279923212
1885,818,27894,17340,27894,0.6214586106955436
12160,819,1985,777,1985,0.3912541978310125
12027,820,122,11,122,0.09005743079935563
13329,821,360,184,360,0.5109251320993525
14660,822,17,3,17,0.1763288013059125
9459,823,1337,717,1337,0.5360897048689717
6084,824,91,47,91,0.5162975919056823
16582,825,45,26,45,0.5775940080363503
16577,826,4,1,4,0.2498389336012441
8712,827,197,81,197,0.41098446101561714
2819,828,154,92,154,0.5972201243539205
2576,829,578,210,578,0.3631428799213579
872,830,131,61,131,0.4654632758404224
7684,831,2007,599,2007,0.29828519265886705
327,832,581,212,581,0.3647090397406858
3018,833,5819,3638,5819,0.6250132170515836
7947,834,14,5,14,0.35696460791899887
3854,835,788,385,788,0.48839270691137676
1218,836,27452,18395,27452,0.6699037286869731
1009,837,17011,9789,17011,0.5752672750087465
761,838,39,10,39,0.2562478355322964
1395,839,3863,1524,3863,0.39433021561954257
4601,840,117,61,117,0.521181664942092
4969,841,6827,3986,6827,0.5836748099985071
2432,842,449,33,449,0.07339963264418531
12249,843,5,2,5,0.3998177488663529
8461,844,200,138,200,0.6898279045569514
11563,845,127,12,127,0.09437941890314155
6019,846,21,3,21,0.14272700301519542
9822,847,1393,274,1393,0.1965499272454642
2433,848,2629,766,2629,0.29119651217960646
697,849,3157,1146,3157,0.36282396522967747
7254,850,293,160,293,0.5458898470424197
2810,851,27,3,27,0.11099424189228674
539,852,14394,4986,14394,0.34621732466814575
9848,853,25,1,25,0.03992715765485898
7575,854,216,134,216,0.6201898013463001
14642,855,11,3,11,0.2725616087512901
12498,856,3,0,3,0.0
13350,857,36,20,36,0.5553706763131389
17,858,6255,2754,6255,0.4401030859537718
18504,859,75,33,75,0.43981532911911925
6213,860,138,67,138,0.48532130313282806
2112,861,1248,406,1248,0.3251462351156342
6338,862,45,9,45,0.1998512227909431
10703,864,1036,355,1036,0.3424875409202693
10227,865,94,34,94,0.36152338083987084
1024,866,1270,354,1270,0.27857336997485077
6482,867,1158,723,1158,0.6241721359548472
10501,868,31,7,31,0.22565093220808954
5131,869,115,43,115,0.37373304943671093
5545,870,407,230,407,0.5649261166805198
12242,871,2271,602,2271,0.2649172816730327
11736,872,453,222,453,0.4898802398465963
13633,873,181,97,181,0.5357260542559188
11105,874,7,1,7,0.14272700301519542
5309,875,21,4,21,0.1903301391856472
6719,876,86,59,86,0.6858738197909657
8518,877,34,15,34,0.4409917471640704
15962,878,5,1,5,0.1998512227909431
2294,879,7100,1836,7100,0.2584286780396677
1128,880,411,227,411,0.5521264257733407
3531,881,303,164,303,0.5410687305598214
4257,882,4758,1857,4758,0.390108562900372
12369,884,82,23,82,0.2803206978487556
4821,885,576,283,576,0.4911334502714511
2666,886,346,114,346,0.3293049213373059
13335,887,52,19,52,0.3652054793911135
4411,888,181,35,181,0.19322327175618942
9536,889,468,219,468,0.46776308156545887
15384,890,178,108,178,0.6065598232916926
2363,891,3402,1096,3402,0.32198959847181
3146,892,222,140,222,0.6304510500786782
5045,893,248,16,248,0.064424788511446
15206,894,12,2,12,0.1665280591343614
12048,895,14,4,14,0.28554624175075455
5464,896,186,111,186,0.5965916743081594
4053,897,580,178,580,0.3067249881906801
900,898,1208,668,1208,0.5527951489495495
497,899,2144,1400,2144,0.652807951515472
1817,900,900,686,900,0.7620637972798056
2795,901,574,240,574,0.4179349661932609
498,902,4313,452,4313,0.1046855422163104
286,903,3394,1291,3394,0.38019653156483
201,904,6022,2113,6022,0.3507025692489492
1399,905,70,10,70,0.14272700301519542
2330,906,2834,1191,2834,0.4200704267366994
4046,907,81,33,81,0.40722461433996615
248,908,406,113,406,0.27815841199071156
1081,909,7220,4381,7220,0.606604957522771
441,910,1993,450,1993,0.22563475047740278
1403,911,7286,1558,7286,0.2136822476989274
108,912,68803,48230,68803,0.7008165151916962
397,913,22,8,22,0.36345741098923845
535,914,31775,15239,31775,0.4794050077761095
1102,915,6175,3459,6175,0.559977263098937
941,916,106,28,106,0.26398694801562544
3521,917,148,38,148,0.25659426398182505
2507,918,39,14,39,0.3587959077578923
132,919,37,23,37,0.6214411685283449
274,920,11274,4927,11274,0.4368387060812219
2222,921,1047,157,1047,0.14981946308256008
854,922,500,69,500,0.13787173115422283
213,923,7226,4810,7226,0.6654762723776922
104,924,140,77,140,0.5498149021218333
10472,925,7577,4708,7577,0.6211736199408795
1214,926,13871,9571,13871,0.6898286255955969
4024,927,1333,917,1333,0.6877495697550848
1236,928,2752,2027,2752,0.7363913126065766
3824,929,10366,6211,10366,0.5989880232176505
1217,930,7064,4946,7064,0.6999993820400283
2196,931,939,396,939,0.4215415206879206
2301,932,1074,163,1074,0.15163564646143063
1256,933,6470,5127,6470,0.7922756528747482
1381,934,1858,882,1858,0.4745182010884596
4780,935,107,6,107,0.0559892324382275
3043,936,1905,1097,1905,0.5756691375606343
5280,937,147,29,147,0.19713089941938244
2698,938,147,41,147,0.2787447456427812
9990,939,165,105,165,0.636184645965919
1482,940,286,135,286,0.47184224381898254
3829,941,165,24,165,0.14532342623848618
1925,942,105,22,105,0.2093724382868229
2733,943,482,28,482,0.058004319754571175
3638,944,888,573,888,0.645092251300687
2337,945,7334,1170,7334,0.15939476628391205
2969,946,643,313,643,0.4865947588415802
2583,947,1553,203,1553,0.1305893841951629
2702,948,1214,286,1214,0.23542699688936955
2296,949,3323,387,3323,0.1163417382191842
1689,950,4323,2086,4323,0.48234936894977376
1449,951,485,157,485,0.32353728711897756
2072,952,1990,927,1990,0.4656435619752269
291,953,866,308,866,0.3554801152112886
1019,954,248,87,248,0.35062892315970606
1342,955,8893,2363,8893,0.2655503015108799
6204,956,39,3,39,0.07682399639082814
7350,957,324,105,324,0.32389997014941524
10252,958,1065,645,1065,0.6054519636559732
6085,959,873,482,873,0.5519341122028049
8602,960,5,4,5,0.7998511397396404
7210,961,368,38,368,0.10314771088145595
10201,962,1462,861,1462,0.5887362181999943
5188,963,245,54,245,0.22025398040589994
6419,964,129,57,129,0.4416757116272002
1572,965,817,140,817,0.17121847917142893
9381,966,33,10,33,0.30285934940076364
8497,967,225,109,225,0.4842585132344098
728,968,8985,6193,8985,0.6890876693678946
542,969,6443,538,6443,0.08339860954894712
6061,970,453,212,453,0.46780553257493285
1850,971,225,107,225,0.475369757970408
9469,972,197,58,197,0.2942467006448735
3915,973,4617,2014,4617,0.43602949712696165
9092,974,215,84,215,0.3905161653896868
15998,975,26,7,26,0.26906577604486454
5768,976,40,12,40,0.2998295344090003
21593,977,40,12,40,0.2998295344090003
13359,979,3,0,3,0.0
9413,980,17,5,17,0.29394815424304466
7656,981,37,8,37,0.2160630974282387
4991,982,78,28,78,0.3587959077578923
17588,983,847,352,847,0.41540107422646666
7462,984,7,3,7,0.4283873230299386
12297,985,205,41,205,0.1998512227909431
1807,986,75,23,75,0.30649513900000014
7014,987,74,37,74,0.4998139765888565
5271,988,757,443,757,0.5850214413119414
11217,989,236,149,236,0.6311764248057944
3966,990,24,5,24,0.20818227937245617
2113,991,357,40,357,0.11192752001656267
7117,992,824,68,824,0.08242195654140123
7389,993,120,34,120,0.28316571275013813
1223,994,3809,2714,3809,0.7123545593472805
1724,996,2030,1374,2030,0.676673267121488
7683,997,62,10,62,0.1611535311842335
4226,998,111,25,111,0.2250698479260921
1842,999,367,214,367,0.5829228197095657
7799,1000,37,5,37,0.13500799478012698
14000,1001,30,8,30,0.2665021736660294
9130,1002,61,18,61,0.2949123126100625
2832,1003,4093,2858,4093,0.698094530120321
2895,1004,19,2,19,0.10514903425102648
2262,1005,2467,936,2467,0.37922767286709486
2928,1006,521,126,521,0.24168333585279983
2645,1007,3082,1950,3082,0.6325266649777146
4323,1008,130,37,130,0.2844475353448819
2067,1009,10242,5792,10242,0.5653301192565864
2080,1010,1949,384,1949,0.19687617498130275
2913,1011,83,32,83,0.38536110072343965
1661,1012,44787,20372,44787,0.4546788770198273
1264,1013,7308,5145,7308,0.7038531280726983
2814,1014,732,316,732,0.43150971915299424
1490,1015,303,109,303,0.3595574392165794
3046,1016,169,89,169,0.5264414558097804
1687,1017,1888,343,1888,0.18153032076875877
3359,1018,376,227,376,0.6035414131839887
970,1019,557,232,557,0.4163336550709033
863,1020,2388,531,2388,0.22220713814646162
1543,1021,1103,88,1103,0.07968166141838649
579,1022,11159,2055,11159,0.1840121204554814
1733,1023,4249,2043,4249,0.4806331324131565
3513,1024,23,3,23,0.13030953539245638
1032,1025,49,24,49,0.48960993511140594
9591,1026,20,1,20,0.049918976539522
733,1027,341,216,341,0.6332517893563462
313,1028,36996,14712,36996,0.3974825410975912
612,1029,379,75,379,0.19774099738393824
1728,1030,842,200,842,0.23737139578517477
1341,1031,12577,5377,12577,0.42734238828587784
704,1032,331,105,331,0.3170474207080711
1284,1033,123,37,123,0.30064241073391834
2950,1034,1250,520,1250,0.415816632167297
305,1035,6026,4073,6026,0.6757302585723483
55,1036,83,14,83,0.1685354263801229
899,1037,7459,5472,7459,0.7334459003374526
7457,1038,393,261,393,0.6639463982971061
12279,1039,3749,1723,3749,0.45940381453475315
8863,1040,25,1,25,0.03992715765485898
1140,1041,251,115,251,0.4579819652714534
714,1042,568,174,568,0.30616655186377906
3428,1043,24,9,24,0.3748199009081829
5360,1044,212,17,212,0.08008769497286208
13214,1045,344,70,344,0.2033386298082267
3178,1046,5580,1409,5580,0.25234735849319345
698,1047,1326,231,1326,0.17406707685237763
1213,1049,3046,1824,3046,0.5986357542695804
2749,1050,208,95,208,0.4565454496736792
3194,1051,36,13,36,0.36093242780829615
13402,1052,2,0,2,0.0
7837,1053,30,11,30,0.36648739783770795
4347,1054,309,109,309,0.35257305580156706
6438,1055,262,97,262,0.37004937686707046
4489,1056,100,28,100,0.2798329818404685
1674,1057,1964,1406,1964,0.715718127238067
9308,1058,47,20,47,0.4253479765440851
513,1059,3711,1124,3711,0.3027123896987126
617,1060,57,7,57,0.12268495818709862
649,1061,42,7,42,0.1665280591343614
11239,1062,258,169,258,0.654861883673599
8749,1063,11,5,11,0.4543602077125543
1683,1064,12474,6055,12474,0.4852237099022881
17603,1065,291,126,291,0.4328053547878618
3076,1066,100,10,100,0.09988844130711626
8998,1067,63,13,63,0.20619868556140933
6413,1068,78,34,78,0.4357129564852687
4277,1069,369,98,369,0.265418376409326
11966,1070,15,2,15,0.1332069124762694
12411,1071,6,1,6,0.1665280591343614
87,1073,5907,1846,5907,0.31233815670724246
9192,1075,161,76,161,0.4718639607764435
5165,1076,8,0,8,0.0
893,1077,13753,9827,13753,0.714366951249239
1624,1078,2616,294,2616,0.11226786749993495
204,1079,1059,540,1059,0.5097290259593242
164,1080,742,224,742,0.3017160219509553
1561,1081,5198,1824,5198,0.35072665408943976
2596,1082,472,210,472,0.444730370809736
2935,1083,7783,4036,7783,0.5183802079226211
599,1084,3887,1453,3887,0.37363015230622715
3280,1085,214,94,214,0.4390676995066555
1021,1086,161,63,161,0.391122788296098
6989,1087,26,3,26,0.1152658050333179
421,1088,909,458,909,0.5036643666102427
67,1089,1318,606,1318,0.4596021416501371
263,1090,18160,8752,18160,0.4817524264903529
1121,1091,176,106,176,0.6020906227851359
472,1092,242,68,242,0.28082453695664494
759,1093,39,12,39,0.3075206203912732
457,1094,930,423,930,0.4546534528764776
999,1095,1310,404,1310,0.3082251501682751
1562,1096,2821,1338,2821,0.4741141196986949
54,1097,978,375,978,0.38325470126043437
9416,1098,103,15,103,0.1454998827089761
2331,1099,78,21,78,0.26906577604486454
1086,1100,15,3,15,0.1998512227909431
183,1101,26803,7787,26803,0.29035829742340297
11002,1102,30,10,30,0.33315797184765045
972,1103,984,187,984,0.18989472704961174
905,1104,8264,6527,8264,0.789659601593199
3898,1105,2099,271,2099,0.12898439591574662
13900,1106,4,0,4,0.0
10539,1107,1709,510,1709,0.2982499210968053
20258,1109,1,1,1,0.9999998615811622
14833,1110,15,9,15,0.5998177211825851
2573,1111,43,12,43,0.2789029194329472
6122,1112,585,108,585,0.184471079589316
3690,1113,138,30,138,0.21723788493668736
5465,1114,181,51,181,0.2816006167100105
13876,1115,57,14,57,0.2454539224910624
8457,1116,1,0,1,0.0
7306,1117,93,26,93,0.27940295287469696
15050,1118,30,9,30,0.2998295344090003
8365,1119,6,3,6,0.4998139765888565
646,1120,19,6,19,0.31561656083498435
9507,1121,3138,1056,3138,0.33634429987365183
17751,1122,72,17,72,0.23595314260560235
7865,1123,16,3,16,0.1873548287706637
